sentence_id,target_id
14,bbb-graphql-client-test/deploy.sh
14,bbb-graphql-middleware/demo/client/run-watch.sh
14,bbb-graphql-middleware/demo/client/run.sh
14,bbb-graphql-middleware/demo/client/stress-test.sh
14,bigbluebutton-html5/deploy_to_usr_share.sh
14,bigbluebutton-html5/run-dev.sh
14,bigbluebutton-html5/test-html5.sh
14,bigbluebutton-html5/transifex.sh
14,build/packages-template/bbb-html5-nodejs/build.sh
14,build/packages-template/bbb-html5/after-install.sh
14,build/packages-template/bbb-html5/after-remove.sh
14,build/packages-template/bbb-html5/before-install.sh
14,build/packages-template/bbb-html5/before-remove.sh
14,build/packages-template/bbb-html5/build.sh
14,build/packages-template/bbb-html5/kill_mongo.sh
14,build/packages-template/bbb-html5/mongod_start_pre.sh
14,build/packages-template/bbb-html5/opts-jammy.sh
14,build/packages-template/bbb-html5/run_mongo.sh
14,build/packages-template/bbb-html5/systemd_start.sh
14,build/packages-template/bbb-html5/systemd_start_frontend.sh
14,build/packages-template/bbb-html5/workers-start.sh
15,bbb-graphql-server/build_hasura.sh
15,bbb-graphql-server/install-hasura.sh
15,bigbluebutton-html5/deploy_to_usr_share.sh
15,bigbluebutton-html5/run-dev.sh
15,bigbluebutton-html5/test-html5.sh
15,bigbluebutton-html5/transifex.sh
15,build/packages-template/bbb-graphql-server/after-install.sh
15,build/packages-template/bbb-graphql-server/after-remove.sh
15,build/packages-template/bbb-graphql-server/before-remove.sh
15,build/packages-template/bbb-graphql-server/build.sh
15,build/packages-template/bbb-graphql-server/opts-jammy.sh
15,build/packages-template/bbb-html5-nodejs/build.sh
15,build/packages-template/bbb-html5/after-install.sh
15,build/packages-template/bbb-html5/after-remove.sh
15,build/packages-template/bbb-html5/before-install.sh
15,build/packages-template/bbb-html5/before-remove.sh
15,build/packages-template/bbb-html5/build.sh
15,build/packages-template/bbb-html5/kill_mongo.sh
15,build/packages-template/bbb-html5/mongod_start_pre.sh
15,build/packages-template/bbb-html5/opts-jammy.sh
15,build/packages-template/bbb-html5/run_mongo.sh
15,build/packages-template/bbb-html5/systemd_start.sh
15,build/packages-template/bbb-html5/systemd_start_frontend.sh
15,build/packages-template/bbb-html5/workers-start.sh
19,bbb-graphql-server/build_hasura.sh
19,bbb-graphql-server/install-hasura.sh
19,bigbluebutton-html5/deploy_to_usr_share.sh
19,bigbluebutton-html5/run-dev.sh
19,bigbluebutton-html5/test-html5.sh
19,bigbluebutton-html5/transifex.sh
19,build/packages-template/bbb-graphql-server/after-install.sh
19,build/packages-template/bbb-graphql-server/after-remove.sh
19,build/packages-template/bbb-graphql-server/before-remove.sh
19,build/packages-template/bbb-graphql-server/build.sh
19,build/packages-template/bbb-graphql-server/opts-jammy.sh
19,build/packages-template/bbb-html5-nodejs/build.sh
19,build/packages-template/bbb-html5/after-install.sh
19,build/packages-template/bbb-html5/after-remove.sh
19,build/packages-template/bbb-html5/before-install.sh
19,build/packages-template/bbb-html5/before-remove.sh
19,build/packages-template/bbb-html5/build.sh
19,build/packages-template/bbb-html5/kill_mongo.sh
19,build/packages-template/bbb-html5/mongod_start_pre.sh
19,build/packages-template/bbb-html5/opts-jammy.sh
19,build/packages-template/bbb-html5/run_mongo.sh
19,build/packages-template/bbb-html5/systemd_start.sh
19,build/packages-template/bbb-html5/systemd_start_frontend.sh
19,build/packages-template/bbb-html5/workers-start.sh
20,bbb-graphql-server/build_hasura.sh
20,bbb-graphql-server/install-hasura.sh
20,bigbluebutton-html5/deploy_to_usr_share.sh
20,bigbluebutton-html5/run-dev.sh
20,bigbluebutton-html5/test-html5.sh
20,bigbluebutton-html5/transifex.sh
20,build/packages-template/bbb-graphql-server/after-install.sh
20,build/packages-template/bbb-graphql-server/after-remove.sh
20,build/packages-template/bbb-graphql-server/before-remove.sh
20,build/packages-template/bbb-graphql-server/build.sh
20,build/packages-template/bbb-graphql-server/opts-jammy.sh
20,build/packages-template/bbb-html5-nodejs/build.sh
20,build/packages-template/bbb-html5/after-install.sh
20,build/packages-template/bbb-html5/after-remove.sh
20,build/packages-template/bbb-html5/before-install.sh
20,build/packages-template/bbb-html5/before-remove.sh
20,build/packages-template/bbb-html5/build.sh
20,build/packages-template/bbb-html5/kill_mongo.sh
20,build/packages-template/bbb-html5/mongod_start_pre.sh
20,build/packages-template/bbb-html5/opts-jammy.sh
20,build/packages-template/bbb-html5/run_mongo.sh
20,build/packages-template/bbb-html5/systemd_start.sh
20,build/packages-template/bbb-html5/systemd_start_frontend.sh
20,build/packages-template/bbb-html5/workers-start.sh
21,bbb-graphql-server/build_hasura.sh
21,bbb-graphql-server/install-hasura.sh
21,bigbluebutton-html5/deploy_to_usr_share.sh
21,bigbluebutton-html5/run-dev.sh
21,bigbluebutton-html5/test-html5.sh
21,bigbluebutton-html5/transifex.sh
21,build/packages-template/bbb-graphql-server/after-install.sh
21,build/packages-template/bbb-graphql-server/after-remove.sh
21,build/packages-template/bbb-graphql-server/before-remove.sh
21,build/packages-template/bbb-graphql-server/build.sh
21,build/packages-template/bbb-graphql-server/opts-jammy.sh
21,build/packages-template/bbb-html5-nodejs/build.sh
21,build/packages-template/bbb-html5/after-install.sh
21,build/packages-template/bbb-html5/after-remove.sh
21,build/packages-template/bbb-html5/before-install.sh
21,build/packages-template/bbb-html5/before-remove.sh
21,build/packages-template/bbb-html5/build.sh
21,build/packages-template/bbb-html5/kill_mongo.sh
21,build/packages-template/bbb-html5/mongod_start_pre.sh
21,build/packages-template/bbb-html5/opts-jammy.sh
21,build/packages-template/bbb-html5/run_mongo.sh
21,build/packages-template/bbb-html5/systemd_start.sh
21,build/packages-template/bbb-html5/systemd_start_frontend.sh
21,build/packages-template/bbb-html5/workers-start.sh
26,akka-bbb-apps/deploy.sh
26,akka-bbb-apps/run-dev.sh
26,akka-bbb-apps/run.sh
26,akka-bbb-apps/src/debian/DEBIAN/postrm
26,akka-bbb-apps/src/debian/DEBIAN/preinst
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Bezier.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPath.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPathIterator.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Geom.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathCommands.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java
26,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java
26,akka-bbb-apps/src/test/java/org/bigbluebutton/xml/Simple.java
26,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/BbbAppsIsAliveMessage.java
26,build/packages-template/bbb-apps-akka/build.sh
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
30,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
30,build/packages-template/bbb-web/after-install.sh
30,build/packages-template/bbb-web/before-install.sh
30,build/packages-template/bbb-web/build.sh
30,build/packages-template/bbb-web/opts-jammy.sh
30,build/packages-template/bbb-web/setenv.sh
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
36,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
36,build/packages-template/bbb-web/after-install.sh
36,build/packages-template/bbb-web/before-install.sh
36,build/packages-template/bbb-web/build.sh
36,build/packages-template/bbb-web/opts-jammy.sh
36,build/packages-template/bbb-web/setenv.sh
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
37,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
37,build/packages-template/bbb-web/after-install.sh
37,build/packages-template/bbb-web/before-install.sh
37,build/packages-template/bbb-web/build.sh
37,build/packages-template/bbb-web/opts-jammy.sh
37,build/packages-template/bbb-web/setenv.sh
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
38,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
38,build/packages-template/bbb-web/after-install.sh
38,build/packages-template/bbb-web/before-install.sh
38,build/packages-template/bbb-web/build.sh
38,build/packages-template/bbb-web/opts-jammy.sh
38,build/packages-template/bbb-web/setenv.sh
4,bbb-graphql-client-test/deploy.sh
4,bbb-graphql-middleware/demo/client/run-watch.sh
4,bbb-graphql-middleware/demo/client/run.sh
4,bbb-graphql-middleware/demo/client/stress-test.sh
4,bigbluebutton-html5/deploy_to_usr_share.sh
4,bigbluebutton-html5/run-dev.sh
4,bigbluebutton-html5/test-html5.sh
4,bigbluebutton-html5/transifex.sh
4,build/packages-template/bbb-html5-nodejs/build.sh
4,build/packages-template/bbb-html5/after-install.sh
4,build/packages-template/bbb-html5/after-remove.sh
4,build/packages-template/bbb-html5/before-install.sh
4,build/packages-template/bbb-html5/before-remove.sh
4,build/packages-template/bbb-html5/build.sh
4,build/packages-template/bbb-html5/kill_mongo.sh
4,build/packages-template/bbb-html5/mongod_start_pre.sh
4,build/packages-template/bbb-html5/opts-jammy.sh
4,build/packages-template/bbb-html5/run_mongo.sh
4,build/packages-template/bbb-html5/systemd_start.sh
4,build/packages-template/bbb-html5/systemd_start_frontend.sh
